"ensembl_gene_id","sample.shrubr5_3_jw","sample.shrubr5_2_jw","sample.shrubr5_1_jw","sample.jw23.3_3","sample.jw23.3_2","sample.jw23.3_1"
"ENSMUSG00000000326",5233.32971729259,5607.70333730813,5333.0955227254,5553.19678430784,5673.15598076691,5260.46928238107
"ENSMUSG00000000339",3283.27821058473,3255.87600400887,3454.45823550294,3360.31509959537,3414.7340139011,2989.86006283266
"ENSMUSG00000000340",3600.44970860246,3841.23125842517,3723.95497727977,2446.22772784684,2649.52751218657,2677.39863091409
"ENSMUSG00000000346",9637.77229296326,9563.40406770804,8959.05168481359,10837.2713982532,10112.4164775191,9946.54854705739
"ENSMUSG00000000355",822.43307044133,852.017092539278,879.049372268409,714.56576268667,707.816014085943,574.390017704754
"ENSMUSG00000000374",4698.563819472,4940.39834727355,5427.17438530931,7459.32415646163,7069.65784639593,6878.36257271954
"ENSMUSG00000000378",4577.78048737803,4205.45230561753,4403.08676655737,3643.35738221801,3254.25320590264,3273.68621527621
"ENSMUSG00000000384",5378.08531377161,5129.01281814103,5608.47219341372,4521.25246209021,4565.73212689671,4044.31211879506
"ENSMUSG00000000386",51.6325694447472,66.3402621671804,50.9593838996179,5.56804490405198,8.50229446349481,1.68442820441277
"ENSMUSG00000000399",6874.50781750063,6644.43253235211,6930.47621034803,7602.23730899897,6920.86769328477,6354.50540114717
"ENSMUSG00000000409",614.058772325029,645.191569312186,588.972879301353,432.451487548037,467.626195492214,422.791479307605
"ENSMUSG00000000420",3967.40975572763,4312.11704086673,4000.31163612,3627.58125498986,3218.11845443278,3499.39959466752
"ENSMUSG00000000439",1361.80901910521,1356.72340079155,1435.68264255654,1266.73021567182,1137.18188449243,1128.56689695655
"ENSMUSG00000000441",5993.0660962653,6317.93437933324,6189.60516749974,5626.50937554452,5536.05648254306,5334.58412337524
"ENSMUSG00000000486",224.048470983457,231.540522858002,181.29780810441,334.082694243119,432.554230830298,373.100847277428
"ENSMUSG00000000489",0,1.30078945425844,2.93996445574719,41.7603367803898,30.8208174301687,25.2664230661915
"ENSMUSG00000000530",20.2842237104364,41.62526253627,19.5997630383146,20.4161646481906,35.0719646619161,23.5819948617787
"ENSMUSG00000000531",1643.944130714,1633.7915545486,1641.48015445885,2357.139009382,2177.65016946261,2715.29826551338
"ENSMUSG00000000532",1012.36716518451,1096.56550993986,1246.54492923681,2078.7367641794,2206.3454132769,2065.10897861005
"ENSMUSG00000000538",7423.10386785107,7247.99883912802,7322.47147111433,7333.11513863645,8935.91148113304,7511.70757757874
"ENSMUSG00000000552",1758.27339162737,1612.97892328046,1544.46132741919,1985.93601577854,1950.21379256412,2147.64596062628
"ENSMUSG00000000555",9848.91262158553,9567.30643607082,10613.2716852473,12191.2343174218,13006.3849555312,11922.3828308336
"ENSMUSG00000000560",10.1421118552182,10.4063156340675,21.559739342146,32.4802619403032,10.6278680793685,18.5287102485404
"ENSMUSG00000000561",6794.29293282754,7499.0512037999,7901.64446889652,4562.08479138659,5020.60488069368,4678.49933775646
"ENSMUSG00000000563",23299.1969619422,22763.8154495227,22467.20837082,27893.1209468484,26469.7682384752,27510.9236485715
"ENSMUSG00000000567",6963.02079369162,6353.05569459822,6390.50273864247,7287.64277192003,8589.44298174563,9485.0152190483
"ENSMUSG00000000568",18338.7822545718,15744.7555543441,16366.7821251446,17386.2202129023,18684.8548703378,21226.3220179075
"ENSMUSG00000000579",113.407250744713,105.363945794934,112.698637470309,111.36089808104,108.404254409559,114.541117900068
"ENSMUSG00000000581",1208.75533110828,1408.75497896189,1378.84332974543,1227.75390134346,1144.62139214799,1040.13441622488
