"comparison","database","pathway_key","pathway_name","filter_mode_used","fdr_cutoff_used","direction_class","delta_NES","abs_delta_NES","NES_x","NES_y","padj_x","padj_y","leading_edge_x","leading_edge_y","pathway_id_mouse_KD","pathway_id_mouse_KO","pathway_id_mouse_het","pathway_name_mouse_KD","pathway_name_mouse_KO","pathway_name_mouse_het","NES_mouse_KO","padj_mouse_KO","signed_log10padj_mouse_KD","signed_log10padj_mouse_KO","signed_log10padj_mouse_het","significant_mouse_KD","significant_mouse_KO","significant_mouse_het","leading_edge_mouse_KO","delta_NES_KO_minus_het","delta_NES_KD_minus_het","delta_NES_KO_minus_KD","abs_delta_NES_KO_minus_het","abs_delta_NES_KD_minus_het","abs_delta_NES_KO_minus_KD","direction_pattern"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0034599","cellular response to oxidative stress","either",0.05,"opposite direction",2.77024230254618,2.77024230254618,-1.07688437913392,1.69335792341226,0.680404144410837,0.00215496893658129,"170719/56615/27419/217069/74772/74347/50880/30951/22433/20698/103737/26398/216850/67305/11911/93686/14281/71701/22658/56438/268373/67689/12578/11666/74777/68992/12359/72446/224617/69922/15499/67067/14694/72129/15507/211651/13617/22059/11920/18214/23939/26420/114886/56208/105787/16600/328572/16598/17309/14528/56532/18596/19261/11826/18104","26570/23876/66725/68015/53618/14381/15234/22059/16600/14782/76251/21974/230784/27050/67452/14158/12333/14694/26362/12176/11651/68943/18779/16174/20852/74142/217069/17392/16952/26408/71701/76454/18484/56473/11792/22166/18214/74777/15499/64704/50721/50868/76650/104156/268373/54683/16819/20657/27419/18595/26398/69568/14088/26420/93686/20909/269254/226090/269356/625249/16598/18024/11865/11666/170719/18294/18104/11826/108655/20779/11911/26419/29819/11350/68992/227743/13078/18477/59041/211651/14281/229731/67689/15251/71785","GO:0034599","GO:0034599","GO:0034599","cellular response to oxidative stress","cellular response to oxidative stress","cellular response to oxidative stress",-1.16034402131486,0.46339819560111,2.66655898572068,-0.334045661616407,-0.167233049719557,TRUE,FALSE,FALSE,"26570/22059/29819/52463/23939/68031/19017/26398/11920/268373/50880/12850/68992/11911/74347/11977/18174/14381/19060/30951/19156/101476/14281/26420/11666/17295/56615/68015/22658/14528/67689/11826/12578/328572/56208/23876/65106/22433/74777/56438/67305/16600/93692/15234/211651/15499/26408/18104/16952/105787/93686/104156/18779/18619/66725/11865/114886/18214/17309/18596/19261/13617/56532",-0.0834596421809399,2.77024230254618,-2.85370194472712,0.0834596421809399,2.77024230254618,2.85370194472712,"mixed or incomplete"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0061762","CAMKK-AMPK signaling cascade","either",0.05,"opposite direction",2.75875938100154,2.75875938100154,-0.80446766467506,1.95429171632648,0.87292454381062,0.00918334315976121,"66725/15944/230709/83433/207565/15194/52892/105787","12870/15944/54396/66725/16145/207565","GO:0061762","GO:0061762","GO:0061762","CAMKK-AMPK signaling cascade","CAMKK-AMPK signaling cascade","CAMKK-AMPK signaling cascade",-1.36392433808916,0.392349157836404,2.03699918682466,-0.406327275251502,-0.0590232953814541,TRUE,FALSE,FALSE,"52892/207565/105787/83433/66725",-0.5594566734141,2.75875938100154,-3.31821605441564,0.5594566734141,2.75875938100154,3.31821605441564,"mixed or incomplete"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0009166","nucleotide catabolic process","either",0.05,"opposite direction",2.74185746874103,2.74185746874103,-1.15535261029625,1.58650485844478,0.607300228350361,0.0442426534928472,"56045/238871/18577/18113/56490/381101/56012/56717/17425/14430/74167/17777/78373/18605/216963/19428/68837/72106/16548/209692/242202/99586/108099/23984/22436/14544/216805/19052/11761/12799/20848/18293/103850/19082/14635/105787/16969/18642/15254/328572/50773/74370/12833/20185/18439/239017/13808","18641/547253/22436/18573/243853/12833/14635/74747/15254/12799/14751/15452/22601/12499/66129/11674/108155/238871/225913/74370/56327/18578/50773/18113/71207/50721/239017/72141/23984/232449/381101/11820/19384/22271/14433/13808/208727/56409/15937/76952/19164/16548/56428/56716/21991/20779/56045/23959/56717/15251/218461/11717","GO:0009166","GO:0009166","GO:0009166","nucleotide catabolic process","nucleotide catabolic process","nucleotide catabolic process",-1.22185064973979,0.429868092436014,1.35415883372093,-0.366664789805639,-0.216596555578765,TRUE,FALSE,FALSE,"19052/17869/18577/11820/328572/16548/78373/12799/15254/22436/14635/19082/11761/72106/50773/20185/18642/20848/105787/74370/99586/103850/22228/68837/18439/14544/74747/12833/239017/18605/13808",-0.0664980394435402,2.74185746874103,-2.80835550818457,0.0664980394435402,2.74185746874103,2.80835550818457,"mixed or incomplete"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0002221","pattern recognition receptor signaling pathway","either",0.05,"opposite direction",2.7113614495189,2.7113614495189,-1.0684867586773,1.6428746908416,0.685436576777651,0.0041763273566838,"27419/64296/217069/223664/18624/19094/78308/224897/18708/108089/22627/69807/18035/12261/26399/217365/18521/56310/27056/21357/223752/76457/217166/53791/192656/432940/19052/94091/193670/338364/226791/67313/52513/66513/68614/216869/18807/100340/57783/74136/72512/18673/56208/20877/12894/69146/71956/209558/78757/18439/16362/13649/66873/18412/15511","54123/15944/246730/54396/20128/108089/230073/70110/71586/69146/16145/14469/23960/246727/64685/80861/142980/234311/20509/12363/226691/217365/11651/19106/217718/78781/14283/56174/24088/76438/108155/217069/23961/225913/69035/68585/224897/266632/68077/74998/52513/68614/268857/58185/27419/78308/231655/117149/16179/79554/17874/11820/319277/11845/110006/226791/21898/18754/18081/432940/73945/50523/68278/81601/107607/15510/223664/20779/57783/216877/66220/26419/70796/625530/60533/66873","GO:0002221","GO:0002221","GO:0002221","pattern recognition receptor signaling pathway","pattern recognition receptor signaling pathway","pattern recognition receptor signaling pathway",0.928256376837424,0.873121956723634,2.3792054669911,0.058925090277389,-0.164032724141845,TRUE,FALSE,FALSE,"14063/54445/320019/215707/73945/52065/12475/68278/74998/71586/231655/20779/67857/60533/19106/69104/50523/19697/13982/240518/12675/114643/17096/23961/24088/22034/52440/70796/234779/26419/76438/108960/170737/80859/78781/226691/17164/64685/170750/69368/12363/66220/234311",1.99674313551472,2.7113614495189,-0.714618314004176,1.99674313551472,2.7113614495189,0.714618314004176,"het opposite"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0002758","innate immune response-activating signaling pathway","either",0.05,"opposite direction",2.7113614495189,2.7113614495189,-1.0684867586773,1.6428746908416,0.685436576777651,0.0041763273566838,"27419/64296/217069/223664/18624/19094/78308/224897/18708/108089/22627/69807/18035/12261/26399/217365/18521/56310/27056/21357/223752/76457/217166/53791/192656/432940/19052/94091/193670/338364/226791/67313/52513/66513/68614/216869/18807/100340/57783/74136/72512/18673/56208/20877/12894/69146/71956/209558/78757/18439/16362/13649/66873/18412/15511","54123/15944/246730/54396/20128/108089/230073/70110/71586/69146/16145/14469/23960/246727/64685/80861/142980/234311/20509/12363/226691/217365/11651/19106/217718/78781/14283/56174/24088/76438/108155/217069/23961/225913/69035/68585/224897/266632/68077/74998/52513/68614/268857/58185/27419/78308/231655/117149/16179/79554/17874/11820/319277/11845/110006/226791/21898/18754/18081/432940/73945/50523/68278/81601/107607/15510/223664/20779/57783/216877/66220/26419/70796/625530/60533/66873","GO:0002758","GO:0002758","GO:0002758","innate immune response-activating signaling pathway","innate immune response-activating signaling pathway","innate immune response-activating signaling pathway",0.928256376837424,0.873121956723634,2.3792054669911,0.058925090277389,-0.164032724141845,TRUE,FALSE,FALSE,"14063/54445/320019/215707/73945/52065/12475/68278/74998/71586/231655/20779/67857/60533/19106/69104/50523/19697/13982/240518/12675/114643/17096/23961/24088/22034/52440/70796/234779/26419/76438/108960/170737/80859/78781/226691/17164/64685/170750/69368/12363/66220/234311",1.99674313551472,2.7113614495189,-0.714618314004176,1.99674313551472,2.7113614495189,0.714618314004176,"het opposite"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0006949","syncytium formation","either",0.05,"opposite direction",2.7091891251002,2.7091891251002,-0.932205847775719,1.77698327732448,0.815297558534182,0.0154324195513777,"65019/235505/18209/13433/330662/19941/20315/19942/19921/67671/17886/19221/26961/12450/57810/20307","52163/20846/68813/13870/57810/19946/26961/54217/20315/67945/268449/319195/76808/19896/270106/27176/56040/67115/269261/13549/67281/19981/23794/67891/11837/68436/330662/12508/19944/20586/66489/259300/19982/22121/19943/19951/16189/100503670/67025/66480/19942/56637/20307/19988/102791/114641/193385/12633/20005/110954/19989/11502/18022","GO:0006949","GO:0006949","GO:0006949","syncytium formation","syncytium formation","syncytium formation",-1.06545913497547,0.6551824310913,1.81156597831574,-0.183637756825174,-0.0886838581993598,TRUE,FALSE,FALSE,"65019/19921/67671/100534273/19946/17886/26961/18209/193385/83433/12520/259300/67220/330662/20315/235505/20307/19221",-0.133253287199751,2.7091891251002,-2.84244241229995,0.133253287199751,2.7091891251002,2.84244241229995,"mixed or incomplete"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0050767","regulation of neurogenesis","either",0.05,"opposite direction",2.70846394459983,2.70846394459983,-1.63935844148266,1.06910550311717,0.0219203611794997,0.596791556728232,"66713/13643/26396/235106/18627/18109/230674/11858/23879/22341/18080/21648/213084/74498/20356/20893/21803/71751/56381/76441/17118/69807/50849/56741/12387/15205/20983/17755/233064/23999/235611/217166/21817/11421/22422/83431/12704/216858/76854/56320/18472/224617/140570/94091/13841/13838/20238/235472/12257/22418/70237/13631/20315/216869/330914/20481/22084/20393/20660/17380/228357/20346/75788/18846/328572/15904/15982/14268/235402/21938/14375/20720/107503/67784/19876/13385/239667/17756/18015/16480/13169/268902/15901/13649/11484/20666/16842/20312/14168/76901/18128/103743/108100/14254/20317","20539/20563/20317/235106/12361/20720/227292/26396/18846/15901/20356/21838/20346/18186/29869/20361/13169/12568/15364/13631/12257/73181/20312/22601/67299/17158/22596/24088/98733/13690/22352/14268/319757/15902/19242/75788/76454/68585/76893/20430/20315/14375/16971/269878/27279/18080/104156/23966/16800/269951/26395/76901/23999/18472/72162/11421/230674/13555/20481/11426/56711/11865/17755/56741/19164/74006/13640/22084/22339/16878/66515/233489/53605/12306/245886/103743/26419/29819/70237/235611/74117","GO:0050767","GO:0050767","GO:0050767","regulation of neurogenesis","regulation of neurogenesis","regulation of neurogenesis",-1.83605604179251,5.6027703347365e-05,0.224177329791884,-4.25159717949582,-1.65915229430394,FALSE,TRUE,TRUE,"58234/26396/12306/15205/98733/18472/68585/20674/13631/20187/140570/50849/74498/18186/18015/17869/17295/22596/14102/20238/66993/68151/18080/213084/67299/70237/328572/320840/330914/75788/20563/14083/21838/20893/16195/235611/29869/18606/12361/19055/216190/20356/83433/20983/21817/11484/104156/217166/12257/11865/56741/18846/12387/67784/216858/17118/15228/13169/15901/15982/107503/235106/76901/13385/18128/22418/20315/239667/20720/14375/16878/17756/235402/13841/665113/20660/16480/11421/56320/14168/108100/268902/16842/20393/17380/19876/14254/20666/15904/103743/20312/20317",-0.19669760030985,2.70846394459983,-2.90516154490968,0.19669760030985,2.70846394459983,2.90516154490968,"mixed or incomplete"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0071360","cellular response to exogenous dsRNA","either",0.05,"opposite direction",2.70703406373574,2.70703406373574,-0.679127804803154,2.02790625893259,0.942318817564119,0.0105521340812905,"72512","246730/230073/71586/23960/246727/142980/78781/23961","GO:0071360","GO:0071360","GO:0071360","cellular response to exogenous dsRNA","cellular response to exogenous dsRNA","cellular response to exogenous dsRNA",1.30187039881657,0.451920958951804,1.97665969903915,0.344937516721377,-0.0258021361845384,TRUE,FALSE,FALSE,"71586/114643/23961/78781/246727/246730/230073/68350/142980/214763/228607/13211",1.98099820361972,2.70703406373574,-0.72603586011602,1.98099820361972,2.70703406373574,0.72603586011602,"het opposite"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0006163","purine nucleotide metabolic process","either",0.05,"opposite direction",2.70639548078785,2.70639548078785,-1.07326296737541,1.63313251341244,0.671115414475004,0.00141011158184477,"56045/238871/18577/18113/56490/66114/66945/381101/17720/56012/56717/230125/17425/11428/66043/14430/228033/69875/21351/100198/68342/74167/100705/17777/68197/17705/333433/78373/18605/216963/216188/19428/68837/83429/72106/16548/18102/21803/74637/209692/104110/242202/69802/20512/108099/23984/22436/14544/104111/216805/74777/18160/19052/11761/212627/12257/60530/20848/18293/22059/103850/68614/18103/19082/14635/67863/68073/105787/74080/98496/107747/237823/11564/67763/11951/16969/18642/15254/71679/67942/209558/667034/14904/56248/328572/17449/50773/74370/12833/11541/20185/18439/239017/67130/14923/13808/66218/18104/66355/15511","23962/18641/246730/547253/20512/22436/18573/66725/192185/243853/66171/12833/14635/74747/14381/11566/110208/56520/226518/22059/15254/23918/14751/12048/15452/229949/107747/216188/67863/19895/12257/108147/22601/19241/66129/66592/14923/68073/11639/11674/67942/331623/108155/238871/11951/225913/15926/74370/56327/67273/18578/66218/50773/66294/56632/100198/74777/17436/18113/71207/50721/68614/239017/72141/269951/26395/27369/23984/53893/381101/11820/108156/19384/14433/13808/212627/208727/56409/104111/21351/15937/66114/76952/107029/66646/19164/74006/225887/72900/16548/18104/56428/68646/56716/67680/67130/21991/20779/66416/70316/75406/14450","GO:0006163","GO:0006163","GO:0006163","purine nucleotide metabolic process","purine nucleotide metabolic process","purine nucleotide metabolic process",-1.25626328168561,0.231303289489092,2.85074652035021,-0.635818190848912,-0.173202786001835,TRUE,FALSE,FALSE,"19017/66043/68202/242202/17448/74637/17449/66945/18102/68197/16969/75406/67273/11977/74167/27369/68342/14381/17777/67880/212627/238871/216188/11515/19052/21351/17869/11514/18577/11820/100198/71679/328572/16548/78373/15254/22436/74777/14635/19082/11761/67763/72106/50773/20512/11541/60530/20185/18104/68614/18642/20848/18160/11512/105787/83433/667034/74370/12257/107747/103850/66725/14904/237823/11951/68073/11565/11564/104111/22228/74080/66218/67130/14923/66355/68837/18439/14544/229949/104110/209558/67942/74747/67863/12833/11636/98496/239017/18605/13808",-0.1830003143102,2.70639548078785,-2.88939579509805,0.1830003143102,2.70639548078785,2.88939579509805,"mixed or incomplete"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0001822","kidney development","either",0.05,"opposite direction",2.70500314575322,2.70500314575322,-1.61462100215034,1.09038214360288,0.0451519277102368,0.584797297297297,"20563/21812/93840/17300/17127/18764/211401/20897/12125/18605/382985/18131/18591/107817/14118/55978/83429/20474/23967/231214/21803/94245/12387/15205/14633/12349/14183/14462/17260/18541/11421/216805/243931/20750/22422/18129/12359/14042/13003/216560/13841/13838/233651/22418/15117/544696/72043/13617/18073/235041/83675/22084/11898/13653/17380/70350/228357/71770/217011/216274/17130/246221/16568/14182/445007/71602/21853/218476/67784/19876/11764/17395/11622/209039/19401/11600/67042/240025/18015/269152/268902/73692/20666/241226/15903/67937/18596/75691/18128/11826/20682/20317/12931","11475/20563/20317/20750/66725/14118/15903/18263/13003/20897/18186/12931/20846/12490/23892/218476/18764/241226/71228/22393/22601/11898/83675/319757/15902/231214/217011/16348/110446/382985/18595/18514/72938/14585/11421/75691/14082/21853/18073/18763/114249/21821/94275/22084/22339/16878/12028/11826/55978/72043/329628/18004/11600/20677/103213/16568/14633/11609/226548/109674/71785/14042/11746/266781/16416/18596/209039/14173/14462/12156","GO:0001822","GO:0001822","GO:0001822","kidney development","kidney development","kidney development",-1.69799690810186,0.00175754258588763,0.232994643183545,-2.75509414306948,-1.34532370324534,FALSE,TRUE,TRUE,"216274/12349/12028/266781/60595/93840/94245/544696/19401/16568/214133/15205/18514/235041/14173/27205/382985/73692/17300/18186/114249/75691/329628/71770/18015/17869/17129/13653/243931/11826/14182/16194/103468/233651/217011/218476/20563/11764/14462/18129/83675/21808/94275/23967/13036/19055/246221/55994/240025/240725/20682/66725/67042/23908/12387/17395/21853/67784/17130/445007/14042/209039/17260/13003/18128/22418/11600/20750/16878/11622/269152/13841/11421/18605/268902/17380/19876/71602/72043/20666/67937/15117/11898/18596/15903/13617/12931/241226/20317",-0.08337590595152,2.70500314575322,-2.78837905170474,0.08337590595152,2.70500314575322,2.78837905170474,"mixed or incomplete"
"mouse KD vs control vs mouse het vs WT","GO_BP","GO:0044703","multi-organism reproductive process","either",0.05,"opposite direction",2.7011776223483,2.7011776223483,-1.06829559863886,1.63288202370944,0.698083148142511,0.0142577946477134,"17127/16398/245000/11819/15235/22337/14824/21803/192897/12261/14281/70248/27206/12411/75909/68510/15499/67760/20181/21857/19014/14119/20850/20851/223499/20720/12305/16157/17395/19401/56448/18858/19223/20296","16859/14119/13731/74155/22337/20720/11819/12946/14609/21857/20017/20525/20856/20509/19225/11651/21824/19242/20855/67760/80884/75909/56632/53614/20182/69719/15499/19735/13039/16157/11835/11865/26417/22339/16878/245000/18783/19223/14114/14281/50790/56717/15373","GO:0044703","GO:0044703","GO:0044703","multi-organism reproductive process","multi-organism reproductive process","multi-organism reproductive process",-1.32215605070593,0.30268978232512,1.84594764463826,-0.519002238953284,-0.156092845816919,TRUE,FALSE,FALSE,"19401/20181/11819/66313/16398/14281/11546/12411/67760/16402/192897/14119/75564/331487/19014/11479/12305/80884/70248/12261/75909/26417/20851/223499/15499/13731/17986/19223/20850/11865/17395/16157/11857/20720/18858/11835/16878/21857/56448/20296/27206",-0.25386045206707,2.7011776223483,-2.95503807441537,0.25386045206707,2.7011776223483,2.95503807441537,"mixed or incomplete"
