"comparison","database","pathway_key","pathway_name","filter_mode_used","fdr_cutoff_used","direction_class","delta_NES","abs_delta_NES","NES_x","NES_y","padj_x","padj_y","leading_edge_x","leading_edge_y","pathway_id_mouse_KD","pathway_id_mouse_KO","pathway_id_mouse_het","pathway_name_mouse_KD","pathway_name_mouse_KO","pathway_name_mouse_het","NES_mouse_KD","padj_mouse_KD","signed_log10padj_mouse_KD","signed_log10padj_mouse_KO","signed_log10padj_mouse_het","significant_mouse_KD","significant_mouse_KO","significant_mouse_het","leading_edge_mouse_KD","delta_NES_KO_minus_het","delta_NES_KD_minus_het","delta_NES_KO_minus_KD","abs_delta_NES_KO_minus_het","abs_delta_NES_KD_minus_het","abs_delta_NES_KO_minus_KD","direction_pattern"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0099173","postsynapse organization","either",0.05,"shared negative",-0.26736986610865,0.26736986610865,-1.23042214382574,-1.49779200993439,0.513020252372263,0.0380556251871657,"12928/94190/319387/216963/243548/83453/18693/19655/216856/11465/223870/57138/236915/11840/17118/56376/94245/14674/17755/66860/242687/76936/14811/12704/238130/319477/18483/56320/29816/18472/73340/13841/13838/223666/18164/80749/22418/13196/70237/12569/330662/77579/319504/13631/330914/73728/22084/50997/50932/228357/217124/18195/14182/53321/13845/13175/14432/77097/13385/18003/18015/13169/11838/107065/210293/210274/217333/108100","11845/216856/13175/268566/18693/77579/12928/26570/18002/77097/29819/14371/12323/16416/12568/66713/18190/18164/17755/60595/94245/442801/109711/319504/13043/56212/58234/18472/68585/70178/106042/13631/18186/67943/18015/223870/11820/54216/67299/11840/14182/12569/70237/19655/223666/330914/14811/11465/333605/16180/29816/229791/12361/59036/13196/53972/217333/80749/83453/210274/83433/217124/104156/56376/107065/13845/259302/319477/66725/18195/238130/53321/17118/13169/14432/18003/330662/18483/73340/13385/22418/210293/236915/14658/13841/56320/11838/108100/319387","GO:0099173","GO:0099173","GO:0099173","postsynapse organization","postsynapse organization","postsynapse organization",-0.957924811575807,0.805219858348117,-0.0940855230721823,-1.41958113896747,-0.289865490015068,FALSE,TRUE,FALSE,"231637/18015/22782/216831/54126/76936/268932/29816/106042/70729/77097/108100/18002/227580/53310/245537/12704/26564/18483/22350/241638/13841/19122/239027/12928/65079/67943/22215/75786/216963/16975/217124/59036/13845/208922/70178/381921/19246/19141/75415/243548/17356/240057/18222/12929/13636/228357/100732/68183/73728/65114/16776/11816/50997",-0.26736986610865,0.272497332249933,-0.539867198358583,0.26736986610865,0.272497332249933,0.539867198358583,"all negative"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0072676","lymphocyte migration","either",0.05,"shared negative",-0.26421194893196,0.26421194893196,-1.54162467429296,-1.80583662322492,0.323643738869324,0.0267550518434129,"20304/12928/20737/13609/20868/16421/70208/14462/230979/216892/17470/14042/380916/22418/18453/20315/18810/11876/20306/18003/56532/13601/20312/13123/20296","11820/216892/171486/18810/53416/14462/239393/193385/17470/18003/14042/22418/20315/18453/13123/13609/11876/20296/20312/20306/56532/13601","GO:0072676","GO:0072676","GO:0072676","lymphocyte migration","lymphocyte migration","lymphocyte migration",1.16343267940339,0.533072920887563,0.273213378266261,-1.57259420315408,-0.489932790317007,FALSE,TRUE,FALSE,"16859/11815/17250/20312/11651/108737/20315/13601/18003/17698/11820/14082/11876/20306/13123/239393/11350/14345/14042/230979/53416/16416/16189/76088/13609/14462/20304",-0.26421194893196,2.70505735369635,-2.96926930262831,0.26421194893196,2.70505735369635,2.96926930262831,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:1990138","neuron projection extension","either",0.05,"shared negative",-0.24906442319593,0.24906442319593,-1.37630598534063,-1.62537040853656,0.452429715990414,0.0255556918266511,"12387/20983/17755/50706/16210/23999/76457/83431/12704/83767/56320/18472/70834/22418/13617/18844/20315/330914/20346/75788/20564/18846/328572/15982/14268/13175/12305/19876/239667/17756/16480/13169/319974/76901","213084/70834/12305/328572/382018/330914/75788/20563/29869/20356/11658/76457/20983/83767/71436/18846/18844/12387/20564/13169/15982/76901/22418/20315/239667/17756/16480/56320/50706/19876/13617/319974","GO:1990138","GO:1990138","GO:1990138","neuron projection extension","neuron projection extension","neuron projection extension",1.14442250149399,0.529386820819548,0.276226874739603,-1.59251235761893,-0.344448877957834,FALSE,TRUE,FALSE,"20563/20564/18846/20356/11658/20346/18186/29869/20361/13169/12568/13690/68404/22352/14268/319757/225348/75788/68585/20430/20315/16971/269878/27279/76901/23999/18472",-0.24906442319593,2.52072848683462,-2.76979291003055,0.24906442319593,2.52072848683462,2.76979291003055,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0001655","urogenital system development","either",0.05,"shared negative",-0.24260838959913,0.24260838959913,-1.61179850259954,-1.85440689219867,0.212334369362773,0.01801479436883,"12387/14633/14183/22418/20181/14632/20850/14461/15904/13845/19411/11622/19401/13123/18128/20682/20317","23967/240725/20850/20682/13845/12387/19411/18128/22418/11835/14461/11622/13123/15904/20317","GO:0001655","GO:0001655","GO:0001655","urogenital system development","urogenital system development","urogenital system development",-1.06652628083616,0.670186529761494,-0.17380430540114,-1.74437069079882,-0.672979703353993,FALSE,TRUE,FALSE,"107587/19401/14155/22411/497652/19211/14183/327826/23967/106389/14165/19206/20682/20869/14634/11705/22215/19156/13845/11789/14461/12929/12159/14632",-0.24260838959913,0.54527222176338,-0.78788061136251,0.24260838959913,0.54527222176338,0.78788061136251,"all negative"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0099175","regulation of postsynapse organization","either",0.05,"shared negative",-0.24149175956727,0.24149175956727,-1.36138721963602,-1.60287897920329,0.433545666557515,0.0299411028636601,"223870/57138/17118/56376/94245/14674/17755/66860/76936/238130/18483/56320/18472/13841/13838/80749/22418/13196/70237/12569/330662/319504/13631/330914/73728/22084/50932/228357/217124/14182/13175/77097/18003/18015/13169/11838/107065/210293/210274/217333/108100","18002/77097/29819/12323/12568/66713/18190/17755/94245/442801/319504/56212/58234/18472/68585/70178/106042/13631/18015/223870/11820/54216/14182/12569/70237/19655/330914/16180/229791/12361/59036/13196/53972/217333/80749/210274/217124/56376/107065/259302/66725/238130/17118/13169/18003/330662/18483/22418/210293/13841/56320/11838/108100","GO:0099175","GO:0099175","GO:0099175","regulation of postsynapse organization","regulation of postsynapse organization","regulation of postsynapse organization",-1.00110969190437,0.737882314065192,-0.1320128989191,-1.52373220670571,-0.362965150346061,FALSE,TRUE,FALSE,"74143/18223/268747/210274/382253/68942/21844/18015/22782/216831/76936/268932/106042/77097/108100/18002/245537/26564/18483/241638/13841/19122/239027/65079/22215/16975/217124/59036/208922/70178/381921/19246/75415/243548/17356/18222/13636/228357/100732/73728/65114/11816",-0.24149175956727,0.36027752773165,-0.60176928729892,0.24149175956727,0.36027752773165,0.60176928729892,"all negative"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0007416","synapse assembly","either",0.05,"shared negative",-0.23663752996775,0.23663752996775,-1.61928750140077,-1.85592503136852,0.0541493668187771,0.000632610869947787,"18208/239250/65945/105689/18190/20563/13643/235106/12928/319387/243548/18591/216856/20474/232227/223870/238205/57138/18708/236915/15569/56376/230775/330222/12387/14674/17755/17260/245666/235611/12217/238130/18483/140570/73340/13841/93887/18164/74762/80749/22418/70237/330662/13631/18844/16981/330914/73728/15529/14362/228357/217124/210094/545428/18846/99633/20351/14182/13845/13175/14432/67784/19876/13385/53413/13169/107065/18750/75409/210293/14168/210274/217333/64085/14799","21826/223870/11820/54216/545428/67299/14182/70237/320840/330914/20563/12217/14083/16180/238205/235611/219228/217333/80749/210274/74762/217124/53413/56376/107065/13845/259302/18708/71436/18846/18844/12387/13641/15529/238130/67784/13169/14432/330662/18483/239250/235106/17260/73340/13385/22418/210094/210293/236915/93887/20351/18750/16981/13841/14362/99633/14168/19876/319387/75409/64085/14799","GO:0007416","GO:0007416","GO:0007416","synapse assembly","synapse assembly","synapse assembly",1.05377758774248,0.655002731950776,0.183756888605663,-3.19886335001469,-1.26640661731602,FALSE,TRUE,FALSE,"20563/14432/235106/14362/18846/11603/399558/14799/64085/53413/217692/13169/12286/22359/71228/12568/238130/13631/99633/67299/15529/24088/93887/22192/14739/108155/14712/330790/68585/67453",-0.23663752996775,2.67306508914325,-2.909702619111,0.23663752996775,2.67306508914325,2.909702619111,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0050727","regulation of inflammatory response","either",0.05,"shared negative",-0.2363039383781,0.2363039383781,-1.36562480215562,-1.60192874053372,0.296110926944298,0.0077549430744208,"17127/22259/18753/12370/20304/17855/216963/20698/20737/22320/238205/14824/21803/74637/107527/242202/15442/18035/106025/22029/56310/64339/12608/14462/66259/17470/13032/217166/102657/432940/18018/76854/11690/18133/338364/22418/20848/211651/67389/231871/66827/68614/11920/100340/57783/12606/20850/72512/69146/209558/20851/16852/11541/14000/20306/21938/15227/78757/22402/100182/11622/21930/18750/109934/239337/11988/20312/19261/18858/19223/12029","72565/53416/106025/100182/14462/26417/238205/78757/11541/21930/15234/20851/432940/211651/16952/68614/20848/83433/17470/19223/102657/20850/217166/14000/100340/12266/12520/16392/66725/67389/15227/17855/18787/12606/12702/67547/64339/268857/16852/209558/22418/69146/18133/18858/11622/18750/109934/13032/22402/11988/19261/239337/20312/20306/12029","GO:0050727","GO:0050727","GO:0050727","regulation of inflammatory response","regulation of inflammatory response","regulation of inflammatory response",1.41987147972427,0.102467224052703,0.98941502913868,-2.11042138580082,-0.528545566187015,FALSE,TRUE,FALSE,"55932/16859/24110/15944/54396/12266/58203/66725/70110/16423/69146/16145/14469/66811/21923/17082/16177/64685/15234/20361/142980/17250/12364/54616/19225/12363/226691/20312/19241/14870/24088/21937/14154/20085/107527/16952/72565/67389/68614/12029/268857/14468/239337/17855/12702/100182/279766/15525/17874/19645/18569/11820/15442/72691/21898/18081/432940/20306/15937/11690",-0.2363039383781,2.78549628187989,-3.02180022025799,0.2363039383781,2.78549628187989,3.02180022025799,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0060512","prostate gland morphogenesis","either",0.05,"shared negative",-0.2355519020221,0.2355519020221,-1.6177250284239,-1.853276930446,0.404378137423532,0.0323169801131152,"14633/14183/22418/20181/20850/15904/19411/13123/18128/20682","240725/20850/20682/19411/18128/22418/11835/13123/15904","GO:0060512","GO:0060512","GO:0060512","prostate gland morphogenesis","prostate gland morphogenesis","prostate gland morphogenesis",0.575166649306385,0.985614160830211,0.00629306540059163,-1.49056922900779,-0.393212332440537,FALSE,TRUE,FALSE,"21923/11835/13123/14633",-0.2355519020221,2.19289167773028,-2.42844357975238,0.2355519020221,2.19289167773028,2.42844357975238,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0060740","prostate gland epithelium morphogenesis","either",0.05,"shared negative",-0.2355519020221,0.2355519020221,-1.6177250284239,-1.853276930446,0.404378137423532,0.0323169801131152,"14633/14183/22418/20181/20850/15904/19411/13123/18128/20682","240725/20850/20682/19411/18128/22418/11835/13123/15904","GO:0060740","GO:0060740","GO:0060740","prostate gland epithelium morphogenesis","prostate gland epithelium morphogenesis","prostate gland epithelium morphogenesis",0.575166649306385,0.985614160830211,0.00629306540059163,-1.49056922900779,-0.393212332440537,FALSE,TRUE,FALSE,"21923/11835/13123/14633",-0.2355519020221,2.19289167773028,-2.42844357975238,0.2355519020221,2.19289167773028,2.42844357975238,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0048705","skeletal system morphogenesis","either",0.05,"shared negative",-0.23406504894734,0.23406504894734,-1.46250557958261,-1.69657062852995,0.183118759309414,0.0064404465158732,"21812/76566/15586/17300/17127/18109/231070/18605/22337/270685/20474/23967/21803/53867/76737/106633/20289/12387/15530/21809/20678/15531/71175/14183/22658/17260/70235/22410/12411/237928/21827/66910/14042/21417/15434/15117/18032/231633/192170/14119/18984/20481/217011/12825/12831/12814/17240/268396/58250/21833/213945/18439/17937/19411/12842/19401/14451/12006/79456/20666/18596/20204/20682","216285/101476/17300/12411/15531/59035/17869/30791/14119/22658/15586/269941/217011/66910/213945/12814/22410/21827/21808/237928/22160/192170/23967/12406/16998/270685/12831/231070/240725/20289/20682/17937/79456/76566/21417/12387/21809/20204/268396/12825/231633/14042/17260/19411/18439/76737/12167/20678/18984/17240/21833/12842/18605/12006/58250/20666/14451/15117/18596","GO:0048705","GO:0048705","GO:0048705","skeletal system morphogenesis","skeletal system morphogenesis","skeletal system morphogenesis",0.936912438174497,0.812286034234523,0.090291013596903,-2.19108402197909,-0.737267162813312,FALSE,TRUE,FALSE,"14119/270685/12842/14451/22337/17937/18933/17387/23892/12825/234356/12167/16998/21827/18634/20204/20340/20855/217011/269878/106947/14043/268396/18595/59035/231633/79456/18763/110006/21898/17386/23850/20481/19164/22339",-0.23406504894734,2.39941801775711,-2.63348306670445,0.23406504894734,2.39941801775711,2.63348306670445,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0008038","neuron recognition","either",0.05,"shared negative",0.2337032069105,0.2337032069105,-2.03925059278377,-1.80554738587327,0.0451519277102368,0.0438540826861125,"14042/13838/235472/22418/12569/319504/20346/22631/13845/17967/14432/67784/19876/268902/13723","319504/68585/18186/11820/12569/20356/13845/67784/15228/14432/14042/22418/22631/13723/268902/19876/17967","GO:0008038","GO:0008038","GO:0008038","neuron recognition","neuron recognition","neuron recognition",1.18821414744126,0.570400662976361,0.243819978375672,-1.3579899688769,-1.34532370324534,FALSE,TRUE,TRUE,"14432/20356/20346/18186/68585/269878/22631/11820",0.2337032069105,3.22746474022503,-2.99376153331453,0.2337032069105,3.22746474022503,2.99376153331453,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0030856","regulation of epithelial cell differentiation","either",0.05,"shared negative",-0.2285169999231,0.2285169999231,-1.45083356739734,-1.67935056732044,0.319985275552549,0.0365920548588155,"12387/22344/15205/12608/14462/12192/22436/22410/21417/235505/21386/114716/19014/18103/20850/20851/223701/74370/71093/17395/13610/67888/15901/16842/18612/26365/18128/20682","12226/15205/54616/12389/20674/14173/55948/17300/329628/19014/114715/22436/22410/14462/21808/18612/23967/20851/20850/20682/74370/21417/12192/12387/17395/18787/223701/15901/18128/71093/13610/21386/16878/67888/235505/16842/26365","GO:0030856","GO:0030856","GO:0030856","regulation of epithelial cell differentiation","regulation of epithelial cell differentiation","regulation of epithelial cell differentiation",1.00092137106882,0.720484968917413,0.142375075202967,-1.43661320164247,-0.494870005721985,FALSE,TRUE,FALSE,"22436/74155/22337/15901/67996/20846/54616/71093/22601/21937/14739/17134/319757/74370/18795/50868/114715/13610/219181/11518/22339/16878/66515/108655/329628/18612",-0.2285169999231,2.45175493846616,-2.68027193838926,0.2285169999231,2.45175493846616,2.68027193838926,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0048771","tissue remodeling","either",0.05,"shared negative",-0.22551535174983,0.22551535174983,-1.4210291807093,-1.64654453245913,0.373843833832683,0.0222351689381046,"68813/13609/68303/17342/19340/12387/66180/12349/17260/235439/12578/12411/21817/353047/20750/18129/14042/13637/11548/13617/21857/231633/18214/22084/20850/12111/20535/319939/109901/69710/12833/12494/18439/17395/11622/18015/215653/13649/14463/18750/68588/109934/26365/13819/20296","18129/21808/19055/16998/72780/11548/17986/20850/21817/20535/68303/12988/78688/66180/12387/17395/18214/231633/14042/17260/18439/109901/20750/16878/12833/21857/11622/18750/12494/12111/18605/13609/109934/68588/26365/20296/13617/13819","GO:0048771","GO:0048771","GO:0048771","tissue remodeling","tissue remodeling","tissue remodeling",1.35899029816408,0.216569546581025,0.664402612722965,-1.65295956652501,-0.427309778196451,FALSE,TRUE,FALSE,"22337/12111/20750/243853/12833/75219/319939/14609/66923/21857/19664/17387/23892/68813/12333/21814/26362/192176/16998/109901/13038/68303/19242/18214/16971/66180/69660/231633/233328/110006/22084/22339/16878/12028/23854/78688/18669/20779/74117/71982/15551/15251/14042/16416/26365/13609/13386/18383/12494/230103/11548/17395/16193/13617/13819/15932/13649/215653/18854/17342/21817/56637",-0.22551535174983,2.78001947887338,-3.00553483062321,0.22551535174983,2.78001947887338,3.00553483062321,"mixed or incomplete"
"mouse KO vs WT vs mouse het vs WT","GO_BP","GO:0006790","sulfur compound metabolic process","either",0.05,"shared negative",-0.22299817440827,0.22299817440827,-1.29770671431924,-1.52070488872751,0.473467257033734,0.0471737110260532,"56318/192156/15488/14431/18023/208715/27402/67528/108652/65106/100705/73724/74205/56615/56451/67493/17855/18605/110460/12040/83429/71743/18102/18618/170789/171580/14629/66902/15531/211666/68021/14860/14854/12411/11666/104112/22021/14042/22333/108645/14863/68312/72043/18293/107476/13350/26363/67283/20850/75475/14104/104184/207182/20851/320878/246221/56369/246277/216739/52538/223921/110695/68087/54371/14862","67420/78038/14860/14381/59010/14874/72621/66902/210009/12411/15531/11666/56615/104184/14866/19212/171580/269941/60322/15357/65106/192156/22333/73836/14431/211666/107869/12041/18618/83603/20851/246221/26568/14865/240725/107476/17986/110460/20850/13350/170439/14104/17855/22021/52538/68603/14042/208715/14863/68312/68087/246277/104112/223921/216739/75475/14862/68021/320878/18605/72043/54371","GO:0006790","GO:0006790","GO:0006790","sulfur compound metabolic process","sulfur compound metabolic process","sulfur compound metabolic process",1.71218475350847,0.00281485564815373,2.55054387179584,-1.32629995765843,-0.324710049567275,TRUE,TRUE,FALSE,"107869/26570/12041/228026/20917/67800/232087/14873/14381/110695/69065/14782/54371/12286/74114/319518/14874/17250/211666/14600/14870/66885/236539/67096/104112/15926/14104/14431/107476/13171/71743/246277/171210/78038/56360/64451/14043/235339/232223/110446/229709/26897/17855/68312/12955/72621/433256/75475/269378/12039/22021/52538/14629/108156/18597/66812/17850/18618/68021/22333/110821/14854/109801/18024/14869/11666/105663/72043/73132/14630/56369/73836/236900/216443/50790/14863/104184/14042/110948/329910/29807/14775/13479/56318/68044/59010/74450",-0.22299817440827,3.00989146782771,-3.23288964223598,0.22299817440827,3.00989146782771,3.23288964223598,"mixed or incomplete"
