"comparison","database","pathway_key","pathway_name","filter_mode_used","fdr_cutoff_used","direction_class","delta_NES","abs_delta_NES","NES_x","NES_y","padj_x","padj_y","leading_edge_x","leading_edge_y","pathway_id_human_KD","pathway_id_mouse_KD","pathway_name_human_KD","pathway_name_mouse_KD","signed_log10padj_human_KD","signed_log10padj_mouse_KD","significant_human_KD","significant_mouse_KD","delta_NES_human_minus_mouse","abs_delta_NES_human_minus_mouse","direction_pattern"
"human KD vs control vs mouse KD vs control","Reactome","APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1","APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1","either",0.05,"opposite direction",-2.76011446396311,2.76011446396311,0.874414594954977,-1.88569986900813,0.960450770041743,0.00285134894979853,"26444/59008/52206/59029/69957/216080/19645/19181/217232/19167/19173/67089/52717/17222/17463/22123/26441/19170/70247/78294/56371","5690/10213/5719/5685/5684/10393/5718/8881/51433/11047/64682/7321/29882/7979/5694/5717/5689/5701/5686/5709/5691/29945/5707","R-HSA-174178","R-MMU-174178","APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1","APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1",-2.54494963021829,0.0175248909242579,TRUE,FALSE,-2.76011446396311,2.76011446396311,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","HDR through Single Strand Annealing (SSA)","HDR through Single Strand Annealing (SSA)","either",0.05,"opposite direction",2.75465309570171,2.75465309570171,-0.902775978268694,1.85187711743302,0.938049969069171,0.00410123454325806,"11920/327762/50505/26909/235610/68275/19367/21975/235559/19891/12189/12144","9156/83695/6118/2067/7486/1763/672/6119/3364/5984/4683/5982/4361/83990/641/7156/5932/84126/11073/116028/580/5893/5810","R-HSA-5685938","R-MMU-5685938","HDR through Single Strand Annealing (SSA)","HDR through Single Strand Annealing (SSA)",2.38708539337283,-0.0277740265324574,TRUE,FALSE,2.75465309570171,2.75465309570171,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","RAF activation","RAF activation","either",0.05,"opposite direction",-2.75185421864695,2.75185421864695,0.737495113808044,-2.01435910483891,1,0.00418315248609961,"26396/11836/26395/15461/108058/16706/20779/54401/225849","5604/801/673/818/5528/3265/5518/817/8036/5526/5519/8315/6714/5501/3717/5515/5525","R-HSA-5673000","R-MMU-5673000","RAF activation","RAF activation",-2.37849630403888,0,TRUE,FALSE,-2.75185421864695,2.75185421864695,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","Regulation of PD-L1(CD274) expression","Regulation of PD-L1(CD274) expression","either",0.05,"opposite direction",-2.75136523680956,2.75136523680956,0.782224759627032,-1.96914047718253,1,1.54673673823139e-05,"12567/26444/15270/22628/59029/12443/66753/244373/68024/66357/80286/19181/60533/76580/19167/19173/67089/12995/26965/232440/17463/72297/56637/22123/665433/20747/26441/19170/70247/13200/78294/54197/245688","5687/8348/91319/5704/4609/4297/8344/8368/8363/3716/5690/10213/1460/5719/5685/5684/8341/653604/5718/8452/27327/5571/53632/11047/3703/8454/7979/84661/4791/4780/3659/8331/5694/8338/5717/6774/10987/6934/5689/5562/5701/4790/9978/5931/26523/5686/5709/79139/2033/8405/7415/5691/746/27161/23512/5707/23112/1499","R-HSA-9909648","R-MMU-9909648","Regulation of PD-L1(CD274) expression","Regulation of PD-L1(CD274) expression",-4.81058359894631,0,TRUE,FALSE,-2.75136523680956,2.75136523680956,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","Nuclear Events (kinase and transcription factor activation)","Nuclear Events (kinase and transcription factor activation)","either",0.05,"opposite direction",-2.74942325399061,2.74942325399061,0.814530587288105,-1.93489266670251,0.980169256031325,0.00168206570778579,"17937/20112/67603","6197/4205/6446/1960/5528/4664/5518/1108/4665/4209/6722/6457/3726/3398/6938/1020/5519/1386/6236/466/2033/5515/5595/9252","R-HSA-198725","R-MMU-198725","Nuclear Events (kinase and transcription factor activation)","Nuclear Events (kinase and transcription factor activation)",-2.77415704303786,0.00869892368152369,TRUE,FALSE,-2.74942325399061,2.74942325399061,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","Adherens junctions interactions","Adherens junctions interactions","either",0.05,"opposite direction",-2.74714386966473,2.74714386966473,1.07981430748021,-1.66732956218452,0.683740601503759,0.000453553254038463,"11475/12552/12563/18553/11492/26444/13016/15270/14694/57875/217734/12554/13858/59029/105837/68024/13039/11461/66357/14376/19294/19181/227377/330662/20779/20586/12540/19167/22325/19173/11465/14360/67089/22160/12995/232440/16452/54721/17463/16193/57377","5687/8348/5704/4609/8344/154796/1495/27319/8368/3065/1487/8363/1009/687/3716/288/5690/10213/6663/1460/5719/5685/5684/8341/7088/653604/5718/4301/27327/2534/72/1500/6935/11047/3703/7979/1010/8331/9844/6938/5694/8338/5717/6774/9314/5689/5701/4790/5931/6714/26523/5686/5709/3717/253559/5691/746/27161/283106/23512/5707/23112/1499/6615/117581/127544/7291/5595/58/59","R-HSA-418990","R-MMU-418990","Adherens junctions interactions","Adherens junctions interactions",-3.34337171284379,0.165108630301085,TRUE,FALSE,-2.74714386966473,2.74714386966473,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","Transcriptional regulation by RUNX3","Transcriptional regulation by RUNX3","either",0.05,"opposite direction",-2.73419870588913,2.73419870588913,1.13333350358584,-1.60086520230329,0.645845196898681,0.00814107284826371,"19664/22059/21677/26444/22601/75788/59029/12443/208727/14534/19181/20779/19167/12400/103806/21678/19173/67089/17463/21803/21679/22123/21676/26441/19170/70247/78294","5690/865/10213/5719/5685/5684/5718/4089/11047/7979/5694/5717/6934/5689/5701/2648/6714/9759/5686/5709/2033/5691/5707/1499/8850/3516/6696","R-HSA-8878159","R-MMU-8878159","Transcriptional regulation by RUNX3","Transcriptional regulation by RUNX3",-2.08931835906919,0.18987156588922,TRUE,FALSE,-2.73419870588913,2.73419870588913,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","Antigen processing: Ubiquitination & Proteasome degradation","Antigen processing: Ubiquitination & Proteasome degradation","either",0.05,"opposite direction",-2.71055387553443,2.71055387553443,0.979096201403292,-1.73145767413114,0.867844055249838,3.2628487562523e-05,"672511/209200/74153/17999/26444/208650/24105/30839/22192/59008/50492/52206/20439/75788/76454/56736/107568/59029/78889/100763/83962/69957/56791/50868/76375/56515/12702/50762/216080/66799/399566/19181/217232/67673/66515/67455/76580/67731/75717/231672/19167/240396/17237/68729/71745/387524/104184/19173/67089/224170/69010/22200/224023/142688/17222/170823/67128/26965/12703/68431/17463/70348/71778/67138/72194/56550/109161/66105/22193/20437/101358/66743","7323/51529/51676/79791/5687/80204/5704/64320/11275/9040/7334/63891/8453/63893/11059/23304/6923/4591/7174/84676/5690/140461/23352/10213/5719/27246/5685/5684/55294/10393/26234/5718/8452/8881/114907/10075/84261/10422/51433/29116/4012/11047/64682/65264/9820/7321/29882/8454/10489/7317/7979/9354/25897/54926/7322/89910/55175/5694/5717/84937/55585/9039/7320/51320/5689/55958/5701/25831/3093/25898/9978/84861/84961/84727/26272/9520/5686/5709/10273/5691/9320/29945/5707/127544/4734","R-HSA-983168","R-MMU-983168","Antigen processing: Ubiquitination & Proteasome degradation","Antigen processing: Ubiquitination & Proteasome degradation",-4.48640305672005,0.0615583071150086,TRUE,FALSE,-2.71055387553443,2.71055387553443,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","Hedgehog 'on' state","Hedgehog 'on' state","either",0.05,"opposite direction",-2.70958830332224,2.70958830332224,0.84525015145247,-1.86433815186977,0.991121133112536,0.00150685137984417,"14451/59056/26444/319757/57810/75788/59029/19181/16568/14633/19167/93687/214498/19173/67089","5690/10213/5719/5685/5684/91653/5718/8452/2622/6608/51684/3549/408/11047/11127/7979/5694/5717/5689/5701/9978/5686/5709/8405/5691/5707/50937/2619","R-HSA-5632684","R-MMU-5632684","Hedgehog 'on' state","Hedgehog 'on' state",-2.82192957986619,0.00387326354961486,TRUE,FALSE,-2.70958830332224,2.70958830332224,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","RHO GTPases Activate Formins","RHO GTPases Activate Formins","either",0.05,"opposite direction",2.70660783954021,2.70660783954021,-1.19754301781566,1.50906482172455,0.435019986350785,0.026004394841464,"13424/269966/67139/14270/103573/236930/52504/18221/56430/66977/26951/68549/18645/107995/83431/76499/12237/228421/208846/20807/66934/52696/13367/75786/12235/229841/68097/21770/26932/66140/70385/52276/16319/108000/11852/12236/19387","54908/11130/701/5217/1063/8379/80152/348235/332/55746/147841/57082/5879/55143/79172/699/6232/25936/25909/79980/151246/55055/83540/348995/79682/5527/220134/2491/57405/1060/64946/55839/1729/1058/81624/57122/3619/1857/991/9735/55166/5905/3688/388/23421/81930/151648/91687/1062/23279/4085/54820/9212","R-HSA-5663220","R-MMU-5663220","RHO GTPases Activate Formins","RHO GTPases Activate Formins",1.58495324840985,-0.361490789568438,TRUE,FALSE,2.70660783954021,2.70660783954021,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","Processing of DNA double-strand break ends","Processing of DNA double-strand break ends","either",0.05,"opposite direction",2.70555900458317,2.70555900458317,-1.16071926645993,1.54483973812324,0.555636234549973,0.0213149080981111,"68275/19367/93765/20184/240087/21975/12566/22190/22196/235559/269582/19891/12428/12189/59004/12144","9656/165918/9156/83695/85236/6118/7158/7468/6233/3017/7486/1763/672/63967/6119/3364/5984/4683/5982/4361/83990/8914/641/79184/7156/5932/84142/51588/84126/11073/116028/1017/580","R-HSA-5693607","R-MMU-5693607","Processing of DNA double-strand break ends","Processing of DNA double-strand break ends",1.67131653552772,-0.25520944048664,TRUE,FALSE,2.70555900458317,2.70555900458317,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","Cell Cycle Checkpoints","Cell Cycle Checkpoints","either",0.05,"opposite direction",2.7051482958409,2.7051482958409,-1.32063775425477,1.38451054158613,0.0980352137439252,0.0430146211453747,"29813/26909/13424/269966/66634/67139/235610/103573/236930/52504/22186/18221/56430/66977/23997/68275/19367/26951/68549/56438/93765/20184/107995/83431/76499/12237/228421/240087/21975/23834/66934/52696/22629/57296/12566/70024/22190/75786/12235/268697/235559/229841/29870/68097/12545/12534/21770/22390/22627/26932/269582/19891/66140/228829/12428/12189/59004/70385/52276/16319/108000/12144/17217/12236/19387/17215","54908/1026/11130/701/9656/51512/1063/8379/80152/348235/84515/332/55746/147841/57082/165918/55143/79172/699/9156/6232/25936/25909/83695/79980/4173/85236/151246/6118/55055/83540/348995/990/79682/7158/7468/5527/220134/2491/6233/57405/27338/3017/1060/7486/1763/672/64946/55839/4193/246184/63967/6119/3364/5984/11065/4683/995/1058/23594/7529/55388/5982/57122/4361/83990/3619/991/79858/9735/55166/641/5905/23421/79184/4998/81930/7156/1454/151648/5932/84142/51588/9088/91687/84126/1062/23279/4085/54820/11073/9212","R-HSA-69620","R-MMU-69620","Cell Cycle Checkpoints","Cell Cycle Checkpoints",1.36638389782889,-1.00861789994284,TRUE,FALSE,2.7051482958409,2.7051482958409,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","Class I MHC mediated antigen processing & presentation","Class I MHC mediated antigen processing & presentation","either",0.05,"opposite direction",-2.70193021720155,2.70193021720155,1.10090344784115,-1.6010267693604,0.629621552010635,9.43144889104895e-05,"672511/209200/74153/19171/17534/17999/19186/26444/208650/24105/16419/16913/30839/22192/59008/50492/69162/52206/20439/19188/75788/76454/56736/107568/59029/78889/80898/100763/83962/21354/69957/15039/56791/50868/76375/56515/12702/50762/216080/66799/399566/19181/110379/217232/67673/66515/67455/76580/67731/75717/16912/231672/19167/240396/17237/68729/71745/387524/104184/19173/67089/224170/69608/69010/22200/224023/142688/17222/170823/67128/26965/12703/68431/17463/70348/71778/67138/72194/56550/109161/66105/22193/20437/101358/20334/66743","7323/51529/51676/79791/5687/80204/5704/64320/11275/9040/9632/7334/63891/8453/63893/11059/1515/23304/1147/6923/4591/929/7174/84676/5690/140461/23352/10952/10213/10427/9902/5719/27246/5685/5720/5684/55294/10393/26234/5718/4689/8452/8881/114907/10075/84261/10422/51433/29116/4012/55176/11047/64682/65264/9820/7321/29882/8454/10489/7317/7979/9354/25897/54926/7322/89910/55175/6810/22872/5694/5717/84937/3134/55585/9039/7320/51320/5689/55958/5701/25831/8678/3093/25898/9978/84861/84961/84727/23480/26272/9520/5686/5709/10273/5691/9320/29945/8673/5707/3135/127544/4734","R-HSA-983169","R-MMU-983169","Class I MHC mediated antigen processing & presentation","Class I MHC mediated antigen processing & presentation",-4.02542158435158,0.200920414449666,TRUE,FALSE,-2.70193021720155,2.70193021720155,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","Signaling by TGFB family members","Signaling by TGFB family members","either",0.05,"opposite direction",-2.6994858648309,2.6994858648309,1.09613689711002,-1.60334896772088,0.663306253480525,0.00485452877121516,"14118/14314/21857/17387/241226/12167/16419/21814/21815/268977/16998/22192/19165/75788/59287/218441/13559/108075/83453","4054/4221/51592/904/3623/27327/4089/9958/3726/408/4323/50855/7321/5494/9611/4086/6938/1024/7050/26523/7043/5501/9110/2033/8239/10273/27161/650/23112/55851/6925/4052/5595/5499/3625/7049","R-HSA-9006936","R-MMU-9006936","Signaling by TGFB family members","Signaling by TGFB family members",-2.31385292064649,0.178285908265799,TRUE,FALSE,-2.6994858648309,2.6994858648309,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","Regulation of T cell activation by CD28 family","Regulation of T cell activation by CD28 family","either",0.05,"opposite direction",-2.69800097124967,2.69800097124967,0.77443053457521,-1.92357043667446,1,1.92320740062805e-06,"12567/26444/15270/11651/22628/75778/59029/12443/66753/244373/68024/66357/80286/19181/56716/18706/20779/60533/227743/76580/12540/19167/18709/16818/56717/225849/19173/14360/67089/230979/12995/26965/232440/17463/72297/56637/22123/665433/228775/12988/20747/224105/26441/19170/70247/13200/78294","5687/8348/91319/5704/4609/4297/8344/5291/8368/8363/3716/5690/10213/5528/1460/5719/5685/5684/8341/5518/653604/5718/8452/27327/2534/5058/5571/53632/11047/3703/8454/7979/84661/4791/4780/3659/8331/5694/8338/5717/6774/5777/10987/253260/6934/5689/5562/5526/5519/5701/4790/9978/5931/6714/26523/5295/5686/5709/79139/5290/2033/3127/8405/7415/5691/746/27161/23512/5707/23112/5515/1499/5525","R-HSA-388841","R-MMU-388841","Regulation of T cell activation by CD28 family","Regulation of T cell activation by CD28 family",-5.71597387848053,0,TRUE,FALSE,-2.69800097124967,2.69800097124967,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","DNA Repair","DNA Repair","either",0.05,"opposite direction",2.69716814966724,2.69716814966724,-0.964046610770919,1.73312153889632,0.899667395229497,4.53837315981219e-05,"11920/319955/17193/209357/26447/237211/227525/21750/327762/69241/19362/50505/28000/107986/18970/93762/272158/13871/17688/26909/19687/55982/235610/66467/69714/12848/60534/319583/268420/22186/11785/22230/68275/80905/19367/14884/74335/56438/17686/71711/233826/93765/20184/20892/17420/54125/71885/71101/52864/14050/240087/67967/67196/21975/12566/22190/22196/231329/18861/235559/19359/235134/22218/21749/227195/22385/67710/77782/76843/269582/19891/14048/244666/12428/22256/12189/59004/12144/27015/56196/57321","2547/328/7520/5591/5425/201254/1643/9656/142/2175/7508/55215/165918/348654/7374/9156/2189/5889/197342/199990/94239/29089/9100/22909/5395/2139/55183/54386/83695/63979/85236/4350/11284/7517/8314/6118/8930/2237/79728/7158/7468/2176/3838/2068/2177/9557/6233/10038/7516/2067/6612/51567/3017/2073/79661/7486/1763/672/7706/23514/54107/4595/7013/10635/84464/283899/80233/25913/63967/2178/6119/3364/26277/5984/55775/57461/4683/9636/121642/5439/8334/5982/2188/252969/4361/83990/5429/5886/6996/8914/146956/4292/641/5426/5433/79184/56852/7156/5892/5932/84142/64858/7515/10721/51588/2187/27434/84126/2074/11073/55666","R-HSA-73894","R-MMU-73894","DNA Repair","DNA Repair",4.34309979787715,-0.0459180184654554,TRUE,FALSE,2.69716814966724,2.69716814966724,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","Degradation of CDH1","Degradation of CDH1","either",0.05,"opposite direction",-2.6891170686463,2.6891170686463,0.76414263621474,-1.92497443243156,1,0.00128823920523789,"26444/14694/13858/59029/105837/13039/19181/20779/19167/19173/14360/67089/17463/22123/12385/26441/19170/70247/78294","5687/5704/1495/5690/10213/5719/5685/5684/5718/2534/1500/11047/7979/5694/5717/5689/5701/6714/5686/5709/5691/5707/1499","R-HSA-9766229","R-MMU-9766229","Degradation of CDH1","Degradation of CDH1",-2.89000348800934,0,TRUE,FALSE,-2.6891170686463,2.6891170686463,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","SUMO E3 ligases SUMOylate target proteins","SUMO E3 ligases SUMOylate target proteins","either",0.05,"opposite direction",2.68741721907649,2.68741721907649,-1.25108169397279,1.4363355251037,0.356479690522244,0.043363473811162,"107939/19821/69482/240087/109113/227720/13433/224903/22196/226026/17977/22218/214669/15258/18035/241915/12189/59004/52276/16319/12144/68501/19387/18141","10762/4869/9883/9656/6672/84733/142/332/6294/55746/5610/7508/165918/55143/5371/23636/11097/1789/1387/7428/6790/9612/348995/3183/7158/5468/6612/7486/672/4193/7020/4152/5465/56160/1788/59348/6015/23225/9189/57122/6304/8535/3619/10155/6996/1786/641/5905","R-HSA-3108232","R-MMU-3108232","SUMO E3 ligases SUMOylate target proteins","SUMO E3 ligases SUMOylate target proteins",1.36287593411292,-0.447965207874868,TRUE,FALSE,2.68741721907649,2.68741721907649,"opposite direction"
"human KD vs control vs mouse KD vs control","Reactome","Cell-Cell communication","Cell-Cell communication","either",0.05,"opposite direction",-2.67720376532305,2.67720376532305,1.13703896390588,-1.54016480141717,0.573793021032505,0.00126663848982455,"11475/12552/12563/16423/18553/11492/26444/13016/15270/14694/192176/57875/16403/217734/12554/12476/22323/13858/59029/105837/68024/57342/13039/11461/66357/14376/13518/19294/19181/227377/330662/20779/20586/170643/12540/19167/22325/19173/11465/14360/21754/67089/22160/12995/110829/232440/16452/54721/17463/16193/57377","154796/1495/27319/5291/8368/3065/1487/8363/1009/687/3716/4690/288/5690/10213/6663/1460/5584/5719/5685/5684/8341/29780/7088/653604/5718/6251/7016/4301/27327/2534/72/1500/6935/11047/50855/3703/55742/89/7979/1010/2185/8331/9844/6938/5694/8338/5717/6774/9314/5777/5689/5701/4790/5931/5747/6714/26523/5295/5686/5709/3717/5290/253559/5691/746/27161/283106/23512/5707/23112/1499/6615/117581/1365/127544/7291/5595/58/59","R-HSA-1500931","R-MMU-1500931","Cell-Cell communication","Cell-Cell communication",-2.89734731903692,0.241244738323385,TRUE,FALSE,-2.67720376532305,2.67720376532305,"opposite direction"
