"comparison","database","pathway_key","pathway_name","filter_mode_used","fdr_cutoff_used","direction_class","delta_NES","abs_delta_NES","NES_x","NES_y","padj_x","padj_y","leading_edge_x","leading_edge_y","pathway_id_human_KD","pathway_id_mouse_KD","pathway_name_human_KD","pathway_name_mouse_KD","signed_log10padj_human_KD","signed_log10padj_mouse_KD","significant_human_KD","significant_mouse_KD","delta_NES_human_minus_mouse","abs_delta_NES_human_minus_mouse","direction_pattern"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0051650","establishment of vesicle localization","either",0.05,"shared negative",-0.617516583331008,0.617516583331008,-0.845670330117342,-1.46318691344835,0.945299882843502,0.0277956031768307,"20614/67511/60595/67581/20844/108012/17918/58994/27096/66975/20869/16553/66994/22343/77097/226407/68428/110380/83431/16561/76499/20971/21787/16572/16573/12794/16574/100502766/107338/15194/216131/11765/26412/19324/70450/19349/12752/64933/56418/75964/16554/104015/20617","55686/6813/11336/5604/27243/92558/6814/26985/5048/5861/55327/60684/9525/440279/80128/56681/5864/80006/65018/8452/7016/23557/27095/8546/55435/60412/10015/7251/55763/11127/10113/7879/55614/22878/81565/1176/55062/83696/157769/10987/1020/10749/6812/51399/3985/23095/30850/4644/1759/54874/22920/5413/84062/120892","GO:0051650","GO:0051650","establishment of vesicle localization","establishment of vesicle localization",-1.55602389714163,-0.024430395930969,TRUE,FALSE,-0.617516583331008,0.617516583331008,"shared negative"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0001959","regulation of cytokine-mediated signaling pathway","either",0.05,"shared positive",-0.61650798542967,0.61650798542967,1.80088363123479,1.18437564580512,0.006630064403503,0.400713213213213,"54123/24110/15944/246730/20563/547253/54396/100038882/20564/58203/80285/16145/23960/246727/16177/15257/20847/16923/12363/26362/21937/12977/24058/23961/229615","2150/57506/7837/7474/6091/3654/837/3304/5770/56339/23405/1906/6773/2621/56928/5468/54625/100133941/22900/958/81858/401397/10555/81844/9636/3589/6653/3556/5781/8904/117854/84888/8737/340061/29108/4940/11213/29883","GO:0001959","GO:0001959","regulation of cytokine-mediated signaling pathway","regulation of cytokine-mediated signaling pathway",0.397166336801202,2.17848225289988,FALSE,TRUE,-0.61650798542967,0.61650798542967,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0000470","maturation of LSU-rRNA","either",0.05,"shared positive",0.61635085736415,0.61635085736415,1.24443168550821,1.86078254287236,0.521218936656589,0.027526278638225,"12181/18148/57750/27176/67281/229937/66489/74035/67674/56095/67920/70285/19989/69237/76130/64934/59050","6130/285855/6129/51504/9875/79707/51018/11224/8886/54680","GO:0000470","GO:0000470","maturation of LSU-rRNA","maturation of LSU-rRNA",1.56025249823712,0.28297981411052,TRUE,FALSE,0.61635085736415,0.61635085736415,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0032869","cellular response to insulin stimulus","either",0.05,"shared negative",-0.61399975338066,0.61399975338066,-1.07279889985546,-1.68679865323612,0.58575796915088,0.00482293969868787,"231070/108664/83431/329877/12390/56458/19271/66144/20845/320706/18479/83946/106572/12566/213053/64898/18607/20683/20544/17977/16332/11984/19246/210789/114143/11789/384783/18710/16367/11964/117150/192157/231207/66335/13033/73834/11972","2058/6844/2729/10999/490/55829/79837/51094/2950/4690/132864/5584/3265/9663/5313/5580/8452/51141/6720/8473/5058/4218/645/6198/2931/10890/9820/81565/324/1176/10499/5791/5166/2690/4303/23371/5562/9978/80318/10014/2308/3645/376497/54206/6430/5295/143686/51043/10458/5290/4644/55667/3416/8850/5595/3625/3638/5140","GO:0032869","GO:0032869","cellular response to insulin stimulus","cellular response to insulin stimulus",-2.31668816803682,-0.232281794178358,TRUE,FALSE,-0.61399975338066,0.61399975338066,"shared negative"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0099173","postsynapse organization","either",0.05,"shared negative",-0.609912424814323,0.609912424814323,-0.957924811575807,-1.56783723639013,0.805219858348117,0.0129839291482611,"231637/18015/22782/216831/54126/76936/268932/29816/106042/70729/77097/108100/18002/227580/53310/245537/12704/26564/18483/22350/241638/13841/19122/239027/12928/65079/67943/22215/75786/216963/16975/217124/59036/13845/208922/70178/381921/19246/19141/75415/243548/17356/240057/18222/12929/13636/228357/100732/68183/73728/65114/16776/11816/50997","1072/41/57468/23613/9463/8831/4076/2534/23369/10611/78999/2260/5802/2185/89910/7804/9844/57555/55737/1020/1398/445582/26037/51104/1942/9215/388135/10458/653781/4763/58489/9294/6405/84062/5728/22849/1605/2049/8828/120892/9252/728378/653269","GO:0099173","GO:0099173","postsynapse organization","postsynapse organization",-1.88659386306808,-0.0940855230721823,TRUE,FALSE,-0.609912424814323,0.609912424814323,"shared negative"
"human KD vs control vs mouse KD vs control","GO_BP","GO:1901293","nucleoside phosphate biosynthetic process","either",0.05,"shared positive",-0.60878887460446,0.60878887460446,1.69884746795127,1.09005859334681,0.000674279017852924,0.513992330105967,"23962/246730/12041/228026/192185/22169/20135/353172/14381/11566/56520/226518/320685/54342/23918/12048/15452/319518/229949/108147/19241/66592/14923/56174/68073/11639/11674/67942/104112/55936/11951/14104/67273/66218/107476/66294/71743/56632/69719/54128/64451/68614/235339/110446/66588/269951/382985/26395/27369/433256/108156/18597/22271/66812/17850/212627/22333/110821/104111/66114/22171/225887/72900/68646/20425/67680/67130/66416/70316/22122/75406/73132/14450/319945/80914/68556/236900/67054/50790/109674/69080/11717/218756/11541/230125/98496/67980/331026/29807/214917/85305/68349/16189/107197/67126/13806","4538/4508/4539/4535/4540/6241/1854/7378/4833/513/1635/142/4698/2987/4710/4537/9945/539/7040/4694/9556/4725/9060/204/514/54898/4711/4536/2618/109/125061/55022/55343/55191/1841/93100/205/4830/126328/7083/1716/84532/1353/4509/9551/4717/7114/5465/197322/4831/4709/353/64841/4731/4726/50808/790955/7298/54963/134145/6391/84277/83549/5238/282969/4704/115/79717/80347/54704/4707/6901","GO:1901293","GO:1901293","nucleoside phosphate biosynthetic process","nucleoside phosphate biosynthetic process",0.289043361583534,3.17116035444537,FALSE,TRUE,-0.60878887460446,0.60878887460446,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0002237","response to molecule of bacterial origin","either",0.05,"shared positive",-0.60798677230851,0.60798677230851,1.63408970834457,1.02610293603606,0.00619761328950037,0.635080193043718,"55932/16859/15944/20539/54396/20128/70310/20568/209387/214855/12833/22169/16145/11535/18828/14469/12567/20846/19220/70097/14158/21423/54616/19225/12363/12257/211666/26362/319236/20312/11651/19106/14870/11898/24088/21937/22352/108155/238871/231086/18578/266632/11532/15499/68614/268857/14468/16819/100689/17025/27419/117149/16179/17874/11421/18569/28253/21898/67553/77134/18754/13555/625249/26417/54196/12369/18104/108655/17975/223601/57783/26419/60533/11350","5054/9590/7474/3654/3454/196/567/2635/5879/140885/7132/85363/4615/5578/1604/79155/4088/840/1948/1906/8140/55765/100133941/22900/148022/958/7099/8754/2149/9076/10068/54623/29126/4842/5336/80380/23328/10892/5781/10318/117854/27063/1373/23643/2048/29108/10935/11213/11093/19","GO:0002237","GO:0002237","response to molecule of bacterial origin","response to molecule of bacterial origin",0.197171431877452,2.20777552578561,FALSE,TRUE,-0.60798677230851,0.60798677230851,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0008033","tRNA processing","either",0.05,"shared positive",0.59695941646446,0.59695941646446,1.27011091589469,1.86707033235915,0.375918028903103,0.0014530865185279,"74195/17299/70153/104721/11651/328162/67106/66965/15108/28114/74467/52477/72181/20226/209584/68260/105638/69372/66628/28088/72133/66192/212528/68045/98956/70359/208366/67724/13434/240174/83669/54351/71916/68857/227682/68626/67674/76357/70047/69786/72167/68730/433813/381802/329504/76265/224907/98404/100929/73681/246221/77766/67053/230233/78697/66132/227835/211006/381406/74097/66971/68215/66078/114615/52231/52686/67667/66926/74753/107328/66369/108943/106248/67789/69961/66246","51504/54913/54733/54859/127253/115708/81890/339175/60528/23536/11102/6894/26995/10775/9692/79691/64118/146712/10785/84705/84267/80746/80745/116461/55006/24140/51531/83707/55623/54901/56986/27304/79979/55687/57604/51654/25821/285381/142940/57570/55253/8518/55644/348180/441250/11180/55152/4234/55140/112858/339487/55226/283742/10799/138716/79828/8846/84520/63892/54974/11062/113179/221078/283989/10248/9836/55621/91801/84881/10556/51605/10557/26024/56931/6741/285605","GO:0008033","GO:0008033","tRNA processing","tRNA processing",2.83770852651367,0.424906845168415,TRUE,FALSE,0.59695941646446,0.59695941646446,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0002693","positive regulation of cellular extravasation","either",0.05,"shared positive",0.59140682080599,0.59140682080599,1.1815384311778,1.77294525198379,0.571308718491365,0.037819969401484,"16423/16177/21838","4192/7070/4267/83700","GO:0002693","GO:0002693","positive regulation of cellular extravasation","positive regulation of cellular extravasation",1.42227882685989,0.243129148311587,TRUE,FALSE,0.59140682080599,0.59140682080599,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0015986","proton motive force-driven ATP synthesis","either",0.05,"shared positive",0.5873658779442,0.5873658779442,1.08099068927689,1.66835656722109,0.65274417562724,0.0310236669184272,"66592/68073/67942/11951/67273/66218/66114/225887/72900/67680/67130/66416/70316/75406/214917/68349/67126","4538/4508/4539/4535/4540/513/4698/4710/4537/539/4694/9556/4725/514/4711/4536/126328/4509/9551/4717/4709/4731/4726/134145/6391/84277/4704/4707/51079/9605/515/4716/521/65990/6392/4718","GO:0015986","GO:0015986","proton motive force-driven ATP synthesis","proton motive force-driven ATP synthesis",1.50830687098667,0.18525699465513,TRUE,FALSE,0.5873658779442,0.5873658779442,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0000963","mitochondrial RNA processing","either",0.05,"shared positive",0.58510319705876,0.58510319705876,1.29750027899842,1.88260347605718,0.449276106792835,0.027374617858698,"71701/15108/66587/52477/70359/21379/227682/68626/76357/70047/66132/380601/72416/66971","81892/9238/60528/26995/9692/87178/84705/22868/55006/79675/55687/51654/10128/25821/57570/60493/55149/79828","GO:0000963","GO:0000963","mitochondrial RNA processing","mitochondrial RNA processing",1.56265193472779,0.347486677253728,TRUE,FALSE,0.58510319705876,0.58510319705876,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0045931","positive regulation of mitotic cell cycle","either",0.05,"shared positive",0.58336516105088,0.58336516105088,1.12549663575144,1.70886179680232,0.557697680286945,0.0196371929198304,"20135/67811/108911/12567/13685/67117/11651/27053/59008/16952/74370/99375/12443/11792/18214/69957/105837/15499/12444/18795/382985/319195/54451/18514/18472/19645/11820","894/6241/9787/1956/221150/8379/332/7040/55835/26271/3280/5889/5578/6491/8558/284001/1845/80174/6790/990/220134/4824/4193/23326/994/11065/995/6886/595/991/150465","GO:0045931","GO:0045931","positive regulation of mitotic cell cycle","positive regulation of mitotic cell cycle",1.70692059325768,0.25360116192887,TRUE,FALSE,0.58336516105088,0.58336516105088,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0009615","response to virus","either",0.05,"shared positive",-0.58319917328024,0.58319917328024,2.09159612845624,1.508396955176,7.41857142857143e-08,0.0130146827679046,"99899/11475/23962/54123/16859/24110/66141/15944/15959/246730/54396/100038882/67775/20128/230073/15957/58203/80285/69550/209387/229900/246728/71586/16145/26943/74747/14469/209200/667370/23960/246727/18263/76933/64685/66854/20846/26939/12048/80861/20847/142980/234311/15364/56048/80287/80876/27998/12176/226691/319236/104721/17454/213002/70428/19106/19777/78781/17858/100039796/217069/23961/56213/75788/21822/52513/56491/74568/14468/16819/94094/100689/58185/66700/78308/68713/28185/231655/17874/16765/72162/67005/14082/67160/66799/67040/434341/73945/76952/668661/11993/17472/11810/54722/12028","10410/104/2150/57506/3921/2736/80212/103/3609/1021/3428/3454/54606/23076/3315/100507436/3460/91607/5610/8815/2635/7040/85364/201292/22861/5371/1687/85363/3320/10561/4615/27297/51652/8091/5359/8061/54476/81576/4088/10346/4277/6773/3588/1191/9140/3459/22900/148022/661/7706/24138/6041/151636/1129/6210/5465/7726/84851/81844/440275/9636/4600/3964/598/9755/115004/2537/56829/84932/10155/55210/3661/91351/55601/79844/51251/27350/117854/53905/6772/340061/255520/64081/51191/3455/29108/4940/11213/5366/55509/9582/10622/7187/81559/10955/29883","GO:0009615","GO:0009615","response to virus","response to virus",1.88556641332713,7.1296797174192,TRUE,TRUE,-0.58319917328024,0.58319917328024,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0099072","regulation of postsynaptic membrane neurotransmitter receptor levels","either",0.05,"shared negative",-0.581256801040112,0.581256801040112,-0.934716526178998,-1.51597332721911,0.833256313685621,0.0473087411711762,"213990/76123/227580/53310/208431/69091/56149/216963/13642/15519/22034/83814/211323/234729/108086/22627/17920/18222/20908/65114/56486/74018/104015","23154/5604/5913/2059/26985/160/3084/2319/9922/102/388336/5584/3208/3265/57468/1741/57679/8473/57477/4218/1500/25921/55914/5906/81609/22908/1740/64854/161/55737/23096/116988/23136/11337/1605/27065","GO:0099072","GO:0099072","regulation of postsynaptic membrane neurotransmitter receptor levels","regulation of postsynaptic membrane neurotransmitter receptor levels",-1.32505860785263,-0.0792213869522359,TRUE,FALSE,-0.581256801040112,0.581256801040112,"shared negative"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0042255","ribosome assembly","either",0.05,"shared positive",0.58121126545295,0.58121126545295,1.21094938209902,1.79216064755197,0.526433382911808,0.011812181502179,"12181/22596/20085/68077/72181/100019/16785/56412/70316/234384/72831/20104/67097/74778/223722/118451/110816/94254/100503670/67025/208144/212508/54127/224481/12261/52535/66410/207704/75593/107999","4869/7520/5591/3921/29997/29960/81554/27341/29777/64745/26164/51335/8225/26284/22868/1983/51119/7284/6234/196074/51116/1964/130916/115416/92170/85865/55178/51388","GO:0042255","GO:0042255","ribosome assembly","ribosome assembly",1.92766988842647,0.278656578446733,TRUE,FALSE,0.58121126545295,0.58121126545295,"shared positive"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0019216","regulation of lipid metabolic process","either",0.05,"shared negative",-0.58080338622825,0.58080338622825,-1.04022936369854,-1.62103274992679,0.665868513095819,0.00321115760669845,"56690/14732/68801/207952/13360/66844/18591/12894/231070/64384/22668/72736/12912/20788/19091/403187/108079/20845/12389/14077/80290/14705/18984/27403/226856/66853/13614/80907/67630/19156/102774/20778/18590/320808/100705/192663/12189/384783/100504663/107770/16367/66612/12724/13666/53975/353187/217166/11816/16007/20617/234779/19017","8897/32/6097/54578/259230/51094/64137/706/57540/255919/7376/10524/23038/9572/23352/5443/9600/51083/254013/55294/54361/5580/10162/9444/5447/219743/6720/10196/63924/155/150094/10347/23399/6342/3398/29956/9611/427/10499/5166/26137/5743/1601/6721/5562/21/4790/150/376497/225/8611/20/22933/2181/10273/9373/5165/650/5230/6615/8398/8850/64326/158219/33/7291/3638/718/5140","GO:0019216","GO:0019216","regulation of lipid metabolic process","regulation of lipid metabolic process",-2.49333837832024,-0.176611521091909,TRUE,FALSE,-0.58080338622825,0.58080338622825,"shared negative"
"human KD vs control vs mouse KD vs control","GO_BP","GO:0051607","defense response to virus","either",0.05,"shared positive",-0.58002761817937,0.58002761817937,2.09753743642093,1.51750981824156,7.41857142857143e-08,0.0248605866543334,"23962/54123/24110/66141/15944/15959/246730/54396/100038882/67775/20128/230073/15957/58203/80285/69550/209387/229900/246728/71586/16145/26943/74747/14469/209200/667370/23960/246727/66854/20846/26939/12048/80861/20847/142980/234311/80287/80876/27998/12176/226691/319236/104721/17454/213002/70428/19106/78781/17858/217069/23961/56213/75788/52513/56491/74568/14468/94094/100689/58185/66700/78308/68713/28185/231655/17874/72162/67005/14082/66799/67040","10410/104/2150/57506/3921/80212/103/3609/3428/54606/100507436/91607/5610/2635/85364/201292/22861/5371/85363/3320/4615/27297/51652/5359/54476/10346/4277/6773/3588/9140/22900/148022/661/7706/24138/6041/151636/5465/7726/84851/81844/440275/9636/4600/598/9755/115004/2537/56829/84932/10155/55210/3661/91351/55601/79844/51251/27350/117854/53905/6772/340061/255520/64081/51191/3455/29108/4940/5366/9582/10622/7187/81559/10955/29883","GO:0051607","GO:0051607","defense response to virus","defense response to virus",1.60448862719342,7.1296797174192,TRUE,TRUE,-0.58002761817937,0.58002761817937,"shared positive"
